id,name,website,description,hq_country
sea-to-summit,Sea to Summit,https://www.seatosummit.com.au,Sea to Summit is an Australian manufacturer of high-quality outdoor and adventure equipment.,AU
sealed-air-corporation,Sealed Air Corporation,https://www.sealedair.com,Sealed Air Corporation is a global packaging leader known for Cryovac and Bubble Wrap products.,US
securecom,Securecom,https://www.securecom.co.nz,"Securecom provides managed IT services, cloud solutions, and cybersecurity for New Zealand businesses.",NZ
securepii,SecurePII,https://securepii.com.au,SecurePII is an Australian cybersecurity company focused on protecting personally identifiable information and data privacy.,AU
securitease,SecuritEase,https://www.securitease.com,SecuritEase provides comprehensive stockbroking and wealth management software systems for capital markets.,NZ
sedecal,SEDECAL,https://www.sedecal.com,SEDECAL is a global leader in the design and manufacturing of medical X-ray and radiology systems.,ES
seidor,SEIDOR,https://www.seidor.com,SEIDOR is a global technology consulting firm and a leading SAP Platinum Partner.,ES
selfwealth-by-syfe,Selfwealth by Syfe,https://www.selfwealth.com.au,Selfwealth (by Syfe) is an Australian online brokerage offering flat-fee share trading for local and global markets.,AU
seltime-sl,Seltime SL,https://www.seltime.es,"Seltime specializes in information and communication technologies, IT services, and technical recruitment in Spain.",ES
semrush,Semrush,https://www.semrush.com,Semrush is a leading online visibility management and content marketing SaaS platform used by millions of marketers.,US
senovo-it-ltd,Senovo IT Ltd,https://www.senovo-it.com,Senovo IT is a recruitment consultancy specializing in connecting IT talent with global opportunities.,UK
serco-space,Serco Space Services - Europe Careers,https://www.serco.com,"Serco Space provides critical support services to international space agencies, including operations and data management.",UK
seres-docaposte-group,Seres (Docaposte Group),https://www.groupseres.com,"Seres is a global leader in e-invoicing and digital document exchange services, part of the Docaposte Group.",FR
seresco,Seresco,https://www.seresco.es,"Seresco is a leading Spanish IT services company specializing in payroll solutions, HR, and digital transformation.",ES
servicerocket,ServiceRocket,https://www.servicerocket.com,ServiceRocket is a tech-enabled services company and a global leader in software implementation and adoption.,AU
set-europa,SET Europa,https://www.seteuropa.com,"SET Europa is a specialist recruitment and outsourcing firm for IT and engineering, connecting tech experts with organizations across Europe.",ES
seven-west-media,Seven West Media,https://www.sevenwestmedia.com.au,"Seven West Media is one of Australia's leading integrated media companies across broadcast, print, and digital.",AU
sg-consulting-limited,SG Consulting Limited,https://www.sgbconsulting.co.nz,"SG Consulting Limited provides custom software development, e-business solutions, and IT consulting services in New Zealand.",NZ
shiftcare,ShiftCare,https://www.shiftcare.com,ShiftCare provides NDIS care management software for disability and aged care providers in Australia.,AU
shipco-it,Shipco IT,https://www.shipco.com,"Shipco IT is the technology division of Shipco Transport, one of the world's leading neutral NVOCCs.",DK
shoptimus-ai,Shoptimus AI,https://www.shoptimus.ai,Shoptimus AI provides e-commerce optimization for grocery retailers using artificial intelligence.,ES
sika,Sika,https://www.sika.com,"Sika is a global specialty chemicals company providing products for bonding, sealing, and reinforcing in construction.",CH
silicon-quantum-computing,Silicon Quantum Computing,https://www.sqc.com.au,Silicon Quantum Computing (SQC) is commercializing world-leading quantum computing research from UNSW Sydney.,AU
silverchef,SilverChef,https://www.silverchef.com.au,"SilverChef provides flexible equipment finance solutions for the hospitality industry, including Rent-Try-Buy programs.",AU
simply-wall-st,Simply Wall St,https://simplywall.st,"Simply Wall St is an investment analysis platform that simplifies long-term investing through clear, visual financial data.",AU
simur,SIMUR,https://simurspaces.com,SIMUR provides security software specializing in biometric identification and identity verification.,ES
singular-people,Singular People,https://www.sngular.com,"Sngular is an international technology consultancy providing digital capabilities in AI, cloud, and engineering.",ES
sita,SITA,https://www.sita.aero,SITA is a multinational IT company providing telecommunications and IT services to the air transport industry.,CH
sitehive,SiteHive,https://www.sitehive.com,"SiteHive provides real-time environmental management technology for monitoring noise, dust, and vibration.",AU
sky-new-zealand,Sky New Zealand,https://www.sky.co.nz,Sky Network Television is New Zealand's leading broadcasting company providing satellite and streaming services.,NZ
skycell-ag,SkyCell AG,https://www.skycell.ch,"SkyCell provides smart, temperature-controlled containers for the global transport of life-saving biopharmaceuticals.",CH
sleek,Sleek,https://sleek.com,"Sleek provides corporate services, accounting, and payroll platform solutions for startups and SMEs.",SG
smartmind,SmartMind,https://smartmind.es,SmartMind is a Spanish ed-tech company providing innovative e-learning solutions and digital training platforms.,ES
smc-aus-nz,SMC Corporation Australia and New Zealand,https://www.smcanz.com,SMC Corporation Australia New Zealand is a leader in pneumatic technology and industrial automation products.,JP
smg-studio,SMG Studio,https://www.smgstudio.com,"SMG Studio is an Australian video game developer specializing in action, adventure, and arcade games.",AU
societe-generale,Societe Generale,https://www.societegenerale.com,Société Générale is a leading French multinational investment bank and financial services company.,FR
software-of-excellence,Software of Excellence,https://www.softwareofexcellence.com,"Software of Excellence is a global leader in dental practice management software, part of Henry Schein.",NZ
sol-studios,SOL STUDIOS,https://www.solstudiosdigital.com,"SOL STUDIOS is a digital architecture and design firm specializing in web design, branding, and digital strategy.",AU
soltel-group,SOLTEL Group,https://www.soltel.es,"Soltel Group is a Spanish technology consultancy providing IT services, software development, and digital solutions.",ES
solvar,Solvar,https://www.solvar.com.au,"Solvar is a leading Australian provider of automotive and personal finance solutions, listed on the ASX.",AU
sonder,Sonder,https://sonder.io,Sonder is a technology-led safety and wellbeing platform providing 24/7 medical and mental health support.,AU
sony-interactive-entertainment,Sony Interactive Entertainment,https://www.sonyinteractive.com,Sony Interactive Entertainment (SIE) is the global entity behind the PlayStation brand and its gaming ecosystem.,US
sopra-steria,Sopra Steria,https://www.soprasteria.com,"Sopra Steria is a European leader in consulting, digital services, and software development.",FR
sotec-consulting,SOTEC CONSULTING,https://www.sotec.es,"Sotec Consulting is a Spanish IT firm specialized in cybersecurity, cloud, and digital transformation.",ES
south-australia-police,South Australia Police,https://www.police.sa.gov.au,South Australia Police (SAPOL) is the state-wide law enforcement agency for South Australia.,AU
southern-cross-university,Southern Cross University,https://www.scu.edu.au,"Southern Cross University is a progressive Australian public university with campuses in Lismore, Coffs Harbour, and Gold Coast.",AU
space-machines-company,Space Machines Company,https://www.spacemachines.co,Space Machines Company is an Australian startup building orbital logistics and in-space transportation services.,AU
spacespecialists-ltd,SpaceSpecialists Ltd,https://www.spacespecialists.com,"SpaceSpecialists is a consultancy specializing in the space industry, providing talent scouting and training.",UK
spawnpoint-media,Spawnpoint Media,https://www.spawnpointmedia.com,Spawnpoint Media is an Australian production company specializing in family-friendly gaming content for digital platforms.,AU
spendesk,Spendesk,https://www.spendesk.com,Spendesk is a leading fintech company specializing in spend management and procurement platforms.,FR
sploro,Sploro,https://sploro.eu,Sploro is an innovation consultancy helping organizations manage R&D projects and raise funding.,ES
splose,splose,https://www.splose.com,Splose develops AI-powered practice management software for allied health professionals.,AU
spoki,Spoki,https://www.spoki.it,Spoki is an Italian conversational marketing platform that helps businesses communicate with customers via WhatsApp.,IT
spotify,Spotify,https://www.spotify.com,"Spotify is a world-leading audio streaming service, providing millions of tracks and podcasts to users globally.",SE
springday,Springday,https://myspringday.com.au,Springday is an Australian health and well-being technology company providing corporate wellness platforms.,AU
square-peg,Square Peg,https://www.squarepeg.vc,Square Peg is a venture capital firm investing in emerging technology companies across the internet economy.,AU
squiz,Squiz,https://www.squiz.net,Squiz provides a Digital Experience Platform (DXP) that helps organizations manage and optimize digital customer experiences.,AU
st-trinity-property-group,St Trinity Property Group,https://www.sttrinity.com.au,St Trinity Property Group is a real estate development firm focusing on sustainable residential and commercial projects.,AU
starboard-maritime-intelligence,Starboard Maritime Intelligence,https://starboard.nz,Starboard Maritime Intelligence provides global maritime domain awareness and vessel analysis software.,NZ
starling,Starling,https://www.starlingbank.com,Starling Bank is a leading UK digital challenger bank offering mobile-first personal and business banking.,UK
starrez-inc,"StarRez, Inc.",https://www.starrez.com,StarRez provides cloud-based residential community management software for student housing and off-campus housing.,AU
stats-nz,Stats NZ,https://www.stats.govt.nz,"Stats NZ is New Zealand's official data agency, collecting and providing information on the environment, economy, and society.",NZ
steelx-pty-ltd,Steelx Pty Ltd,http://www.steelx.com.au,Steelx Pty Ltd is a company profile created during backlog processing.,AU
sterry,STERRY,https://sterry.io,STERRY is a growth marketing agency specializing in crowdfunding and digital marketing solutions.,AU
stolen-girlfriends-club,Stolen Girlfriends Club,https://stolengirlfriendsclub.com,Stolen Girlfriends Club is a New Zealand fashion brand known for its edgy rock 'n' roll aesthetic.,NZ
strata-title-administration-ltd,Strata Title Administration Ltd,https://www.stratatitle.com.au,Strata Title Administration is an Australian specialist in strata management and administrative services for property schemes.,AU
stripe,Stripe,https://www.stripe.com,Stripe is a multinational financial services and software as a service (SaaS) company providing payment-processing software.,US
studiosity,Studiosity,https://www.studiosity.com,Studiosity is an online student support platform that partners with educational institutions to provide academic assistance and feedback.,AU
supportyourapp,SupportYourApp,https://supportyourapp.com,SupportYourApp is a Support-as-a-Service company providing outsourced customer support for tech startups.,UA
suse,SUSE,https://www.suse.com,"SUSE is a global leader in innovative, reliable, and secure enterprise open-source solutions.",DE
swipejobs,swipejobs,https://www.swipejobs.com,Swipejobs is an on-demand labor technology platform that connects workers with jobs via a mobile app and AI matching.,US
synchronise-resourcing,Synchronise Resourcing,https://www.synchroniseresourcing.com.au,Synchronise Resourcing Solutions is a recruitment and talent resourcing company operating across Australia.,AU
syntonize,Syntonize,https://syntonize.com,"Syntonize is a Spanish digital consultancy specializing in software development, UX design, and digital product strategy.",ES
synvert,synvert,https://www.synvert.com,"Synvert is a data and AI consulting company specializing in cloud, data, and analytics services.",DE
sypaq-systems,SYPAQ Systems,https://www.sypaq.com.au,SYPAQ Systems is an engineering consultancy providing advanced management and technology consulting and systems integration.,AU
talan,Talan,https://talan.com,Talan is an international consulting and technology group specializing in digital transformation.,FR
talentpath-recruitment,Talentpath Recruitment,https://talentpath.com.au,"Talentpath is an Australian-owned recruitment agency specializing in accounting, finance, HR, and technology talent.",AU
targetjobs-uk,targetjobs UK,https://targetjobs.co.uk,"targetjobs is a leading UK graduate careers platform providing advice, jobs, and internships.",UK
teamupdraft,TeamUpdraft,https://teamupdraft.com,"TeamUpdraft is the group behind popular WordPress plugins, providing tools for site management, backups, and optimization.",ES
teamwire,Teamwire,https://www.teamwire.eu,Teamwire provides secure enterprise messaging solutions and encrypted apps for business communication.,DE
tecalliance,TecAlliance,https://www.tecalliance.net,"TecAlliance is a leading global data specialist for the automotive aftermarket, providing standardized data solutions.",DE
tech-people-247,Tech People 247,https://techpeople247.com,Tech People 247 is a managed IT services provider offering 24/7 technical support and resource management.,AU
tech-savvy-consulting-tsc,Tech Savvy Consulting (TSC),https://techsavvyconsultants.com,"Tech Savvy Consultants provides business technology solutions, infrastructure management, and security auditing.",AU
techdotbit,Techdotbit,https://techdotbit.com,TechDotBit is a global custom software development and AI agency providing bespoke technology solutions.,AU
technica-electronics,Technica Electronics Barcelona,https://www.technica-engineering.com,Technica Electronics is the R&D center for automotive communication technology based in Barcelona.,ES
technica-engineering-spain,Technica Engineering Spain,https://www.technica-engineering.com,Technica Engineering is a technology company specializing in automotive electronics and E/E architecture.,DE
techsoulogy,Techsoulogy,https://techsoulogy.com,Techsoulogy is a Spanish technology services company providing digital transformation and software engineering solutions.,ES
tecnonalia,Tecnalia,https://www.tecnalia.com,"Tecnalia is a leading private research and technological development center in Europe, based in Spain.",ES
teg-pty-ltd,TEG,https://www.teg.com.au,"TEG is a leading global live entertainment, ticketing, and technology company, parent of Ticketek.",AU
tekfinder,tekFinder,https://tekfinder.com.au,tekFinder is a technology recruitment company connecting tech professionals with innovative Australian businesses.,AU
tennis-australia,Tennis Australia,https://www.tennis.com.au,"Tennis Australia is the governing body for tennis in Australia, managing the Australian Open and national development programs.",AU
teqnova,Teqnova,https://teqnova.com,Teqnova is a technology recruitment specialist in Australia connecting top-tier talent with innovative tech companies.,AU
terra,Terra,https://terrahq.com,Terra (formerly Thunderfoot) is a digital marketing and creative agency specializing in content and strategy.,ES
terra15,terra15,https://terra15.com.au,Terra15 provides fiber-optic vibration and acoustic sensing technology for industrial monitoring.,AU
tesla,Tesla,https://www.tesla.com,Tesla is an American multinational automotive and clean energy company that designs and manufactures electric vehicles and solar products.,US
tether,Tether,https://tether.to,"Tether is the pioneer of the stablecoin technology, issuing USD₮ and other fiat-pegged digital assets.",VG
tf-bank-ab-publ,TF Bank AB (publ),https://tfbankgroup.com,TF Bank is a Swedish digital bank providing consumer loans and savings products in multiple European markets.,SE
tgw-ib-rica,TGW Ibérica,https://www.tgw-group.com,"TGW Ibérica is the Spanish division of TGW Logistics, a global provider of highly automated intralogistics solutions.",AT
thanks,Thanks,https://thanks.co,Thanks is an Australian loyalty platform and retail media ad network providing personalized rewards and consumer insights.,AU
the-comfort-group-asia-pacific,The Comfort Group - Asia Pacific,https://www.thecomfortgroup.co,"The Comfort Group is Australasia's largest mattress and foam manufacturer, home to brands like Sleepyhead and SleepMaker.",NZ
the-ct-engineering-group,THE CT ENGINEERING GROUP,https://www.ctengineeringgroup.com,"The CT Engineering Group is a leading engineering company in Spain providing services for the aeronautical, naval, and energy sectors.",ES
the-good-source,The Good Source,https://thegoodsource.nz,The Good Source is an executive search and recruitment consultancy specializing in tech and diversity hiring.,NZ
the-lines-company,The Lines Company,https://www.thelinescompany.co.nz,The Lines Company (TLC) is an electricity distribution company serving the King Country and Ruapehu regions of New Zealand.,NZ
the-mullings-group,The Mullings Group,https://mullingsgroup.com,"The Mullings Group is a premier recruiting firm specializing in medtech, biotech, and healthtech sectors.",US
the-roadmap,The Roadmap,https://theroadmap.co,The Roadmap is a digital marketing agency that specializes in building tailored growth strategies and digital solutions for businesses.,ES
the-upskill-academy,The Upskill Academy,https://www.upskilled.edu.au,Upskilled is a leading Registered Training Organisation (RTO) in Australia providing online education and vocational training.,AU
the-warehouse-group,The Warehouse Group,https://www.thewarehousegroup.co.nz,"The Warehouse Group is New Zealand's largest general merchandise retailer, with brands like The Warehouse and Noel Leeming.",NZ
the-west-australian,The West Australian,https://thewest.com.au,"The West Australian is a leading daily newspaper based in Perth, Western Australia, part of Seven West Media.",AU
thevaluefactory-sl,Thevaluefactory SL,https://thevaluefactory.es,TheValueFactory is a Spanish digital marketing and advertising agency specializing in lead generation and customer acquisition.,ES
think-grow,Think & Grow,https://thinkandgrowinc.com,Think & Grow is a global growth consultancy helping technology companies scale through advisory and talent.,AU
thomas-frost-executive,Thomas Frost Executive,https://www.thomasfrost.com,Thomas Frost Executive is an executive search and recruitment firm based in Australia and the US.,AU
timescapes,Timescapes,https://www.timescapes.co,Timescapes provides high-resolution visual progress monitoring solutions for complex construction projects.,NZ
tinybird,Tinybird,https://www.tinybird.co,Tinybird is a real-time data platform for developers to build SQL-based data products and APIs at scale.,ES
tmgm,TMGM,https://www.tmgm.com,TMGM (Trademax Global Markets) is a leading provider of online trading services and a CFD brokerage.,AU
tna-solutions,TNA Solutions,https://www.tnasolutions.com,TNA Solutions is a global leader in integrated food processing and packaging solutions.,AU
together-nz,Together - NZ,http://www.wearetogether.co.nz,"Media Agency of the Year, IAB NZ Awards 2025.
Media Agency of the Year, Campaign Asia 2024.
Deloitte Fast50 Company, 2023.
Digital Agency of the Year, IAB NZ Awards 2023.
Digital Agency of the Year, IAB NZ Awards 2022.
Media Agency of the Year, Beacon Awards 2022.
Media Agency of the Year, Campaign Asia 2022.

Together is one of New Zealand’s fastest growing and most highly awarded independent media agency / consultancy hybrids. 

We were established by industry leaders to challenge the traditional media, digital and performance agency model. We focus on bringing together the thinking, technology and data required to put the right message, in front of the right person, at the right moment. To do this our team combines award-winning strategic and digital thinking with leading edge technology, data and analytics.",NZ
tomtom,TomTom,https://www.tomtom.com,"TomTom is a Dutch location technology specialist, providing maps, navigation software, and real-time traffic information.",NL
torch-professional-services,Torch Professional Services,https://torchps.com.au,Torch Professional Services is an Australian recruitment agency specializing in IT and executive search.,AU
totara,Totara,https://www.totara.com,"Totara Learning provides open-source learning, performance, and engagement platforms for global organizations.",NZ
tra,TRA,https://www.theresearchagency.com,TRA (The Research Agency) is a leading customer insights and market research agency in Australasia.,NZ
tracplus,TracPlus,https://www.tracplus.com,"TracPlus provides real-time tracking, management, and monitoring solutions for land, sea, and air operations.",NZ
trade-view,Trade View,https://tradeview.com.au,Trade View is an Australian proprietary trading firm and educational platform for systematic and algorithmic trading.,AU
tradeweb,Tradeweb,https://www.tradeweb.com,"Tradeweb Markets is a leading global operator of electronic marketplaces for rates, credit, and equities.",US
tradewindow,TradeWindow,https://tradewindow.io,TradeWindow is an NZX-listed software company providing digital solutions for global trade and supply chain management.,NZ
trading-212,Trading 212,https://www.trading212.com,"Trading 212 is a London-based fintech company democratizing the financial markets with free, smart and easy-to-use apps.",UK
trane-technologies,Trane Technologies,https://www.tranetechnologies.com,"Trane Technologies is a global climate innovator providing sustainable heating, cooling, and transport refrigeration solutions.",US
transmax-pty-ltd,Transmax Pty Ltd,https://www.transmax.com.au,Transmax is a full-service Intelligent Transport Systems (ITS) solution provider based in Australia.,AU
trbl-services,TRBL Services,https://trbl-services.com,TRBL Services specializes in software development and intellectual property services for tech companies.,US
trc,TRC Informática,https://www.grupotrc.com,"TRC is a Spanish technology company specializing in IT infrastructure, cybersecurity, and digital transformation.",US
trident-maritime-systems,Trident Maritime Systems,https://tridentmaritimesystems.com,Trident Maritime Systems provides integrated maritime solutions and engineering services for naval and commercial vessels.,US
triniti,triniti,https://www.triniti.com,Triniti provides Oracle e-Business Suite (EBS) solutions and software development services for global enterprises.,IN
true-blue,True Blue,https://trueblueitnt.com.au,"True Blue IT Services is a Darwin-based provider of IT support, software development, and managed technology solutions.",AU
tryzens-global,Tryzens Global,https://tryzens.com,Tryzens Global is a digital commerce agency helping brands accelerate growth through e-commerce solutions.,UK
tseft,Australian Institute of Emotion Focused Therapy,https://www.aieft.org.au,The Australian Institute of Emotion Focused Therapy (AIEFT) provides training and resources for EFT practitioners.,ES
tucuvi,Tucuvi,https://www.tucuvi.com,Tucuvi is a health tech company that automates clinical phone conversations through an empathetic AI voice agent.,ES
tuotempo,TuoTempo,https://www.tuotempo.es,"TuoTempo is a patient relationship management system for healthcare providers, part of the Docplanner Group.",IT
tuy-technology,TUYÚ Technology,https://tuyu.es,"TUYÚ Technology is a Spanish IT services company providing digital transformation, cybersecurity, and managed services.",ES
tymex,TymeX,https://www.tyme.com,"TymeX is the technology and innovation hub for Tyme Group, powering banking operations globally.",VN
ucc-coffee-spain,UCC Coffee Spain,https://www.ucc-coffee.es,"UCC Coffee Spain is a subsidiary of UCC Europe, specializing in coffee roasting and distribution.",JP
ucentric,UCentric,https://www.ucentric.com.au,UCentric is a specialist technology recruitment and talent solutions agency in Australia.,AU
ul-solutions,UL Solutions,https://www.ul.com,"UL Solutions is a global safety science company providing testing, inspection, and certification services.",US
ultradata,Ultradata,https://www.ultradata.com.au,Ultradata is a leading provider of software and technology solutions to the financial services industry in Australia and Asia-Pacific.,AU
un-common,UN/COMMON España,https://noescomun.com,UN/COMMON (noescomun.com) is a strategy and product innovation consultancy based in Spain and Latin America.,ES
unimedia-technology,Unimedia Technology,https://www.unimedia.tech,Unimedia Technology is a software development and consulting firm specializing in custom architecture and digital solutions.,ES
unir-rioja,UNIR | Universidad Internacional de La Rioja,https://www.unir.net,UNIR (Universidad Internacional de La Rioja) is a private online university based in Spain.,ES
unison-group,Unison Group,https://www.unison.co.nz,"Unison Group is a New Zealand electricity distribution company serving the Hawke's Bay, Rotorua, and Taupō regions.",NZ
univeris,Univeris,https://www.univeris.com,Univeris is a Canadian enterprise wealth management software provider.,CA
universia-espa-a,Universia España,https://www.universia.net,"Universia is a global network of universities and a leading portal for employment and internships, supported by Banco Santander.",ES
upbe,Upbe,https://upbe.ai,Upbe is a conversational intelligence platform that uses AI to analyze and categorize telephone interactions for business insights.,ES
upguard,UpGuard,https://www.upguard.com,UpGuard is a cybersecurity company that helps organizations manage third-party risk and monitor their attack surface.,AU
upwork,Upwork,https://www.upwork.com,Upwork is a leading global freelancing platform connecting businesses with independent talent.,US
ust-espa-a-latam,UST España & Latam,https://www.ust.com/es,UST is a global digital transformation company providing technology services and solutions.,US
ust,UST,https://www.ust.com,UST is a global technology company specializing in digital transformation and innovation.,US
uve-solutions,UVE Solutions,https://uvesolutions.com,UVE Solutions provides cloud-based marketing and sales intelligence for the CPG industry.,ES
uvic-ucc,Universitat de Vic – Universitat Central de Catalunya,https://www.uvic.cat,Universitat de Vic - Universitat Central de Catalunya (UVic-UCC) is a Catalan university system.,ES
v-p-nandakumar,V.P. Nandakumar,https://www.manappuram.com,"V.P. Nandakumar is the Chairman of Manappuram Finance Ltd, one of India's leading non-banking financial companies.",IN
valantic-dxa,valantic DXA,https://www.valantic.com,"valantic DXA is part of the valantic Group, providing digital transformation consulting and software implementation services.",DE
vasion,Vasion,https://www.vasion.com,Vasion provides a digital transformation platform that automates workflows and manages documents and print infrastructures.,US
vellum-esg-pty-ltd,Vellum ESG Pty Ltd,https://www.vellum.com.au,Vellum is an Australian sustainable investment firm focused on ESG-driven commercial real estate and infrastructure.,AU
veridas,Veridas,https://veridas.com,Veridas is a Spanish biometric identity company providing advanced identity verification and authentication solutions.,ES
verisure,Verisure,https://www.verisure.com,Verisure is Europe's leading provider of professionally monitored security systems for homes and small businesses.,SE
verse,Verse,https://verse.me,Verse (acquired by Block/Square) was a leading European peer-to-peer payments app headquartered in Barcelona.,ES
vexiza,Vexiza,https://vexiza.com,"Vexiza is a Spanish firm specializing in GIS technology, big data, and geospatial intelligence for informed decision-making.",ES
vincci-hoteles,Vincci Hoteles,https://www.vinccihoteles.com,Vincci Hoteles is a Spanish luxury hotel chain known for its unique properties and high standards of service.,ES
vinci,VINCI,https://www.vinci.com,"VINCI is a global player in concessions, construction, and energy, active in more than 120 countries.",FR
visia-solutions,Visia Solutions,https://visia.com.au,"Visia Solutions provides cloud services, IT consulting, and managed technology support for Australian businesses.",AU
visiotech-espa-a,Visiotech España,https://www.visiotechsecurity.com,"Visiotech is a prominent distributor of security equipment, including CCTV, access control, and intrusion detection systems.",ES
visium,Visium,https://visium.ch,Visium is a Swiss technology firm specialized in artificial intelligence (AI) and data strategy consulting.,CH
visualcare,Visualcare,https://www.visualcare.com.au,"Visualcare provides a comprehensive NDIS software platform to help care providers manage staff, clients, and compliance.",AU
viterbit,Viterbit,https://viterbit.com,Viterbit is an AI-powered recruitment platform (ATS) that optimizes talent acquisition and improves candidate experience.,ES
vivcourt-trading,VivCourt Trading,https://www.vivcourt.com.au,VivCourt Trading is a technology-driven trading firm reinvesting its profits into social and environmental causes.,AU
vmia,Victorian Managed Insurance Authority,https://www.vmia.vic.gov.au,The Victorian Managed Insurance Authority (VMIA) is the Victorian Government’s insurer and risk adviser.,AU
vonage,Vonage,https://www.vonage.com,"Vonage (an Ericsson company) is a global leader in cloud communications, providing APIs and unified communication solutions.",US
wa-country-health-service,WA Country Health Service,https://wacountry.health.wa.gov.au,"The WA Country Health Service (WACHS) is the largest country health system in Australia, providing services to rural and remote WA.",AU
wagetap,Wagetap,https://wagetap.com,Wagetap is a company profile created during backlog processing.,AU
wayfaring,Wayfaring,https://www.wayfaring.com.au,Wayfaring is an Australian IT recruitment consultancy specializing in connecting tech talent with leading organizations.,AU
webbeds,WebBeds,https://www.webbeds.com,WebBeds is a global B2B provider of accommodation and travel services to the travel industry.,AU
weel,Weel,https://letsweel.com,Weel (formerly DiviPay) is an all-in-one spend management platform that helps Australian businesses manage corporate cards and expenses.,AU
wegive,WeGive,https://www.wegive.com,WeGive is a fundraising and donor engagement platform that helps non-profits build deeper relationships with their supporters.,US
wehunt-espa-a,WeHunt España,https://we-hunt.es,WeHunt is a Spanish recruitment boutique specialized in identifying and selecting professional and management talent.,ES
white-bay,White Bay,https://whitebay.beer,White Bay Beer Co is a popular Sydney-based craft brewery known for its range of quality lagers and ales.,AU
white-fox-boutique,White Fox Boutique,https://whitefoxboutique.com,White Fox Boutique is a leading Australian fashion brand and online retailer known for its trend-setting apparel and accessories.,AU
whizdom,Whizdom,https://www.whizdom.com.au,Whizdom is a specialist IT recruitment agency providing talent solutions for government and commercial sectors across Australia.,AU
wildix,Wildix,https://www.wildix.com,Wildix is a global provider of browser-based unified communications and CTI solutions for business productivity.,IT
winable-recruitment,Winable Recruitment,https://winable.in,Winable is a talent services consultancy in Australia focusing on sourcing and recruiting top-tier professionals.,AU
wipro,Wipro,https://www.wipro.com,"Wipro is a leading global information technology, consulting, and business process services company.",IN
wise-security-global,Wise Security Global,https://www.wisesecurity.io,Wise Security Global is a Spanish cybersecurity firm providing advanced solutions in digital identity and information security.,ES
wizeline,Wizeline,https://www.wizeline.com,Wizeline is a global technology services company that builds high-quality digital products and provides AI-driven solutions.,US
wpp-media,WPP Media,https://www.wpp.com,WPP is a global creative transformation company and the world's largest advertising and media agency network.,UK
wsp-in-canada,WSP in Canada,https://www.wsp.com,"WSP is one of the world's leading professional services firms, providing engineering and design services for the built environment.",CA
xaviroca-com,xaviroca.com,https://xaviroca.com,Xavi Roca is a leadership consultant and personal branding expert helping professionals achieve high performance.,ES
xephyr,Xephyr,https://xephyr.com.au,Xephyr is an Australian technology studio providing creative digital solutions and software development services.,AU
xestro-pty-ltd,Xestro Pty Ltd,https://xestro.com,Xestro specializes in cloud-based practice management software for Australian medical specialists and healthcare practices.,AU
xplain,Xplain,https://xplain.ch,"Xplain is a Swiss IT firm specialized in software solutions for police, security, and migration authorities.",CH
xplor-search,Xplor Search,https://www.xplortechnologies.com,"Xplor Technologies is a global platform that integrates software, payments, and commerce-enabling solutions for 'everyday life' industries.",AU
xplor-technologies,Xplor Technologies,https://www.xplortechnologies.com,Xplor Technologies provides cloud-based software and payment solutions for 'everyday life' businesses like fitness and childcare.,US
xy-sense,XY Sense,https://www.xysense.com,XY Sense provides smart sensor technology and workplace analytics to help companies optimize office space and occupancy.,AU
yapily,Yapily,https://www.yapily.com,Yapily is a leading open banking infrastructure provider that allows businesses to access financial data and initiate payments.,UK
yeti,YETI,https://www.yeti.com,"YETI is a leading global designer and retailer of premium outdoor equipment, including coolers, tumblers, and gear.",US
youshift,YouShift,https://youshift.io,YouShift is an Australian workforce management platform that helps businesses schedule and manage flexible staff.,AU
yuno,Yuno,https://www.yuno.com,Yuno is a global payment orchestration platform that allows merchants to manage all their payment methods and providers in one place.,CO
yuvod,Yuvod,https://yuvod.com,Yuvod provides a white-label OTT platform for video distributors to manage content and deliver streaming services to any device.,ES
zendesk,Zendesk,https://www.zendesk.com,Zendesk is a service-first CRM company that builds software designed to improve customer relationships.,US
zenova,Zenova,https://zenovaenergysolutions.com,"Zenova Energy Solutions provides integrated renewable energy systems including solar, battery storage, and EV charging.",AU
zeo-technology,ZEO Technology,https://zeotechnology.com,ZEO Technology is a company specializing in agile technology and industrial digitalization solutions.,ES
zepto,Zepto,https://www.zepto.com.au,Zepto is an Australian fintech company providing account-to-account real-time payment solutions.,AU
zero41-software,Zero41 Software,https://zero41.com,"Zero41 Software is a bespoke software consultancy in Australia specializing in custom mobile, web, and database applications.",AU
zespri-international,Zespri International,https://www.zespri.com,"Zespri International is the world's largest marketer of kiwifruit, selling in over 50 countries.",NZ
zhejiang-hr,"Zhejiang Zongheng Human Resources Co., Ltd.",http://cn.cnzjzongheng.com,Zhejiang Zongheng Human Resources is a Chinese firm providing comprehensive HR and talent management services.,CN
zinco-ai,Zinco AI,https://www.zinco.ai,Zinco AI is a technology company specializing in artificial intelligence and machine learning solutions.,ES
zipline-io,Zipline.io,https://zipline.io,"Zipline.io provides compliance management solutions for the healthcare, aged care, and hospital sectors.",US
zuru-toys,ZURU Toys,https://zuru.com,"ZURU is a global toy and consumer products company known for its innovation, manufacturing, and brands like Bunch O Balloons.",NZ
zvoove,zvoove,https://zvoove.com,zvoove is a leading German provider of software solutions for the staffing and service industries.,DE
